Year,Month,Day,Temp (°C),Dew Point Temp (°C),Rel Hum (%),Precip. Amount (mm),Stn Press (kPa),Hour
2017,2,24,4.1,3.2,94.0,0.0,98.86,20
2017,2,24,3.5,2.9,96.0,0.0,98.92,21
2017,2,24,3.4,2.8,96.0,0.0,98.77,22
2017,2,24,3.2,2.8,97.0,0.0,98.75,23
2017,2,25,3.3,2.8,97.0,0.2,98.82,0
2017,2,25,3.4,2.9,96.0,0.0,98.57,1
2017,2,25,3.0,2.5,97.0,0.0,98.67,2
2017,2,25,3.9,3.4,97.0,3.5,98.59,3
2017,2,25,4.0,3.4,96.0,3.1,98.48,4
2017,2,25,4.3,3.6,96.0,0.2,98.41,5
2017,2,25,4.6,4.0,96.0,0.3,98.34,6
2017,2,25,5.5,5.0,96.0,0.0,98.26,7
2017,2,25,6.2,5.6,96.0,0.0,98.28,8
2017,2,25,7.6,7.0,96.0,0.2,98.28,9
2017,2,25,6.8,4.6,86.0,0.0,98.42,10
2017,2,25,7.7,2.0,67.0,0.0,98.44,11
2017,2,25,7.7,0.4,60.0,0.0,98.48,12
2017,2,25,8.3,0.6,58.0,0.0,98.41,13
2017,2,25,8.1,-0.3,56.0,0.0,98.47,14
2017,2,25,5.3,-1.2,63.0,0.0,98.62,15
2017,2,25,4.7,-2.9,58.0,0.0,98.66,16
2017,2,25,3.5,-5.7,51.0,0.0,98.77,17
2017,2,25,2.3,-6.4,53.0,0.0,98.89,18
2017,2,25,1.8,-6.0,56.0,0.0,99.01,19
2017,2,25,1.0,-6.0,60.0,0.0,99.19,20
2017,2,25,0.3,-5.3,66.0,0.0,99.38,21
2017,2,25,-0.4,-6.1,65.0,0.2,99.46,22
2017,2,25,-0.7,-6.6,64.0,0.0,99.53,23
2017,2,26,-0.9,-6.9,64.0,0.0,99.58,0
2017,2,26,-1.5,-6.3,70.0,0.0,99.66,1
2017,2,26,-2.1,-9.9,55.0,0.0,99.71,2
2017,2,26,-2.5,-10.0,56.0,0.0,99.78,3
2017,2,26,-2.7,-9.7,58.0,0.0,99.84,4
2017,2,26,-2.6,-9.5,59.0,0.0,99.93,5
2017,2,26,-2.0,-9.5,56.0,0.0,100.02,6
2017,2,26,-2.0,-8.0,63.0,0.0,100.1,7
2017,2,26,-1.8,-6.7,69.0,0.0,100.19,8
2017,2,26,-1.6,-5.5,75.0,0.0,100.27,9
2017,2,26,-0.8,-8.4,56.0,0.0,100.32,10
2017,2,26,-0.2,-9.6,49.0,0.0,100.34,11
2017,2,26,0.5,-9.3,48.0,0.0,100.38,12
2017,2,26,0.6,-8.9,49.0,0.0,100.35,13
2017,2,26,1.7,-8.1,48.0,0.0,100.33,14
2017,2,26,1.7,-8.9,45.0,0.0,100.29,15
2017,2,26,2.0,-8.0,47.0,0.0,100.24,16
2017,2,26,1.9,-7.1,51.0,0.0,100.25,17
2017,2,26,1.5,-6.6,55.0,0.0,100.26,18
2017,2,26,1.3,-7.3,53.0,0.0,100.27,19
2017,2,26,1.6,-7.1,52.0,0.0,100.29,20
2017,2,26,2.1,-5.3,58.0,0.0,100.3,21
2017,2,26,2.4,-3.6,65.0,0.0,100.29,22
2017,2,26,2.5,-2.9,67.0,0.0,100.27,23
2017,2,27,3.1,-3.0,64.0,0.0,100.26,0
2017,2,27,3.3,-4.2,58.0,0.0,100.3,1
2017,2,27,3.7,-4.8,54.0,0.0,100.35,2
2017,2,27,3.9,-4.8,53.0,0.0,100.39,3
2017,2,27,3.9,-4.7,54.0,0.0,100.43,4
2017,2,27,3.5,-4.6,55.0,0.0,100.46,5
2017,2,27,2.9,-4.2,59.0,0.0,100.55,6
2017,2,27,2.8,-4.1,60.0,0.0,100.66,7
2017,2,27,3.2,-3.9,60.0,0.0,100.75,8
2017,2,27,4.5,-3.7,55.0,0.0,100.8,9
2017,2,27,6.0,-3.2,52.0,0.0,100.83,10
2017,2,27,7.3,-3.0,48.0,0.0,100.92,11
2017,2,27,8.6,-2.9,44.0,0.0,100.95,12
2017,2,27,9.1,-3.7,40.0,0.0,100.9,13
2017,2,27,9.4,-4.8,36.0,0.0,100.86,14
2017,2,27,9.4,-5.7,34.0,0.0,100.87,15
2017,2,27,9.1,-6.3,33.0,0.0,100.92,16
2017,2,27,8.6,-6.5,34.0,0.0,100.96,17
2017,2,27,7.9,-6.2,36.0,0.0,101.01,18
2017,2,27,6.9,-6.5,38.0,0.0,101.01,19
2017,2,27,7.0,-5.9,39.0,0.0,101.05,20
2017,2,27,6.3,-6.2,40.0,0.0,101.07,21
2017,2,27,5.9,-2.9,54.0,0.0,101.1,22
2017,2,27,5.1,-2.7,57.0,0.0,101.09,23
2017,2,28,4.3,-1.7,65.0,0.0,101.1,0
2017,2,28,4.0,-1.0,70.0,0.0,101.11,1
2017,2,28,3.9,-0.7,72.0,0.0,101.09,2
2017,2,28,3.9,-0.6,72.0,0.0,101.09,3
2017,2,28,3.9,-0.5,73.0,0.0,101.09,4
2017,2,28,3.5,-0.8,74.0,0.0,101.02,5
2017,2,28,3.7,-0.9,72.0,0.0,100.98,6
2017,2,28,3.3,0.1,79.0,0.0,100.94,7
2017,2,28,3.5,0.6,81.0,0.0,100.91,8
2017,2,28,4.7,0.9,76.0,0.0,100.88,9
2017,2,28,6.0,1.4,73.0,0.0,100.81,10
2017,2,28,6.4,1.6,71.0,0.0,100.64,11
2017,2,28,6.4,1.6,72.0,0.0,100.54,12
2017,2,28,6.4,1.9,73.0,0.0,100.42,13
2017,2,28,6.9,2.2,72.0,0.0,100.16,14
2017,2,28,6.4,2.4,75.0,0.0,100.06,15
2017,2,28,7.0,2.7,74.0,0.0,99.94,16
2017,2,28,7.3,2.8,73.0,0.0,99.85,17
2017,2,28,7.5,2.9,73.0,0.0,99.75,18
2017,2,28,8.2,3.0,70.0,0.0,99.63,19
2017,2,28,9.0,4.0,71.0,0.0,99.52,20
2017,2,28,8.7,5.4,80.0,0.0,99.51,21
2017,2,28,9.9,6.3,78.0,0.0,99.35,22
2017,2,28,9.9,6.4,79.0,0.0,99.24,23
2019,1,1,5.1,4.3,94.0,0.5,97.99,0
2019,1,1,6.2,5.3,94.0,0.5,97.99,1
2019,1,1,5.6,4.6,93.0,0.0,98.13,2
2019,1,1,3.2,1.4,88.0,0.4,98.53,3
2019,1,1,2.7,0.7,87.0,0.0,98.81,4
2019,1,1,2.8,0.3,83.0,0.0,99.19,5
2019,1,1,2.4,-0.9,79.0,0.0,99.47,6
2019,1,1,2.1,-1.5,77.0,0.0,99.72,7
2019,1,1,1.6,-2.1,76.0,0.0,100.03,8
2019,1,1,1.2,-2.7,75.0,0.0,100.28,9
2019,1,1,0.2,-4.0,73.0,0.0,100.36,10
2019,1,1,0.4,-4.3,71.0,0.0,100.47,11
2019,1,1,-0.8,-5.4,71.0,0.0,100.5,12
2019,1,1,-0.9,-6.2,67.0,0.0,100.65,13
2019,1,1,-1.2,-6.7,66.0,0.0,100.67,14
2019,1,1,-1.7,-7.0,67.0,0.0,100.81,15
2019,1,1,-2.4,-7.8,66.0,0.0,100.86,16
2019,1,1,-3.5,-8.3,69.0,0.0,100.98,17
2019,1,1,-4.5,-9.3,69.0,0.0,101.05,18
2019,1,1,-5.3,-10.0,69.0,0.0,101.12,19
2019,1,1,-5.7,-10.1,71.0,0.0,101.14,20
2019,1,1,-6.1,-10.5,71.0,0.0,101.17,21
2019,1,1,-6.4,-10.5,72.0,0.0,101.14,22
2019,1,1,-6.5,-10.3,74.0,0.0,101.11,23
2019,1,2,-6.6,-10.6,73.0,0.0,101.13,0
2019,1,2,-6.4,-10.4,73.0,0.0,101.14,1
2019,1,2,-6.3,-10.4,72.0,0.0,101.21,2
2019,1,2,-6.7,-10.8,73.0,0.0,101.29,3
2019,1,2,-7.3,-10.8,76.0,0.0,101.32,4
2019,1,2,-7.6,-11.0,77.0,0.0,101.27,5
2019,1,2,-8.0,-11.2,77.0,0.0,101.28,6
2019,1,2,-8.1,-11.5,76.0,0.0,101.32,7
2019,1,2,-7.9,-11.2,77.0,0.0,101.33,8
2019,1,2,-7.7,-11.3,75.0,0.0,101.36,9
2019,1,2,-6.9,-11.0,73.0,0.0,101.28,10
2019,1,2,-6.3,-12.1,63.0,0.0,101.25,11
2019,1,2,-5.0,-10.4,66.0,0.0,101.12,12
2019,1,2,-4.1,-8.3,73.0,0.0,100.93,13
2019,1,2,-3.9,-7.6,76.0,0.0,100.88,14
2019,1,2,-3.8,-6.2,83.0,0.0,100.71,15
2019,1,2,-3.1,-5.4,84.0,0.0,100.52,16
2019,1,2,-2.1,-5.4,78.0,0.0,100.45,17
2019,1,2,-1.5,-4.3,81.0,0.0,100.36,18
2019,1,2,-1.2,-3.2,86.0,0.2,100.22,19
2019,1,2,-0.5,-2.7,85.0,0.2,100.13,20
2019,1,2,-0.1,-2.3,85.0,0.0,99.99,21
2019,1,2,0.1,-1.5,89.0,0.2,99.84,22
2019,1,2,0.3,-1.0,91.0,0.7,99.73,23
2019,1,3,0.3,-0.7,93.0,0.8,99.59,0
2019,1,3,0.6,-0.4,93.0,0.6,99.61,1
2019,1,3,0.3,-0.6,93.0,0.0,99.65,2
2019,1,3,-0.2,-2.0,88.0,0.0,99.77,3
2019,1,3,-0.5,-2.8,85.0,0.0,99.78,4
2019,1,3,0.3,-2.5,81.0,0.0,99.83,5
2019,1,3,0.7,-3.5,74.0,0.0,99.88,6
2019,1,3,0.6,-4.1,71.0,0.0,99.98,7
2019,1,3,0.4,-5.1,67.0,0.0,100.07,8
2019,1,3,0.3,-4.6,70.0,0.0,100.16,9
2019,1,3,0.0,-5.8,65.0,0.0,100.15,10
2019,1,3,0.2,-5.5,65.0,0.0,100.11,11
2019,1,3,0.0,-5.4,67.0,0.0,99.99,12
2019,1,3,0.2,-5.7,65.0,0.0,100.01,13
2019,1,3,0.4,-5.0,67.0,0.0,99.97,14
2019,1,3,0.7,-4.6,68.0,0.0,99.94,15
2019,1,3,0.9,-4.6,66.0,0.0,99.94,16
2019,1,3,1.0,-4.9,65.0,0.0,99.94,17
2019,1,3,1.1,-4.7,65.0,0.0,99.92,18
2019,1,3,1.2,-3.9,69.0,0.0,99.96,19
2019,1,3,1.1,-3.8,70.0,0.0,99.94,20
2019,1,3,1.0,-3.4,72.0,0.0,99.84,21
2019,1,3,1.2,-3.1,73.0,0.0,99.82,22
2019,1,3,1.1,-2.9,74.0,0.0,99.77,23
2019,1,4,1.3,-2.9,74.0,0.0,99.7,0
2019,1,4,1.5,-2.4,75.0,0.0,99.67,1
2019,1,4,1.7,-2.4,74.0,0.0,99.64,2
2019,1,4,1.5,-2.5,75.0,0.0,99.6,3
2019,1,4,1.4,-2.2,77.0,0.0,99.55,4
2019,1,4,1.5,-1.7,79.0,0.0,99.48,5
2019,1,4,1.5,-1.6,80.0,0.0,99.48,6
2019,1,4,1.6,-1.6,79.0,0.0,99.45,7
2019,1,4,2.0,-1.2,79.0,0.0,99.47,8
2019,1,4,2.4,-1.5,75.0,0.0,99.5,9
2019,1,4,3.5,-1.7,69.0,0.0,99.51,10
2019,1,4,4.2,-1.5,66.0,0.0,99.46,11
2019,1,4,5.5,-1.1,62.0,0.0,99.33,12
2019,1,4,7.1,-1.2,56.0,0.0,99.26,13
2019,1,4,7.4,-1.0,55.0,0.0,99.21,14
2019,1,4,7.3,-0.5,58.0,0.0,99.16,15
2019,1,4,6.7,-0.1,62.0,0.0,99.15,16
2019,1,4,6.5,0.1,64.0,0.0,99.16,17
2019,1,4,5.9,-0.9,61.0,0.0,99.19,18
2019,1,4,5.0,-0.7,67.0,0.0,99.19,19
2019,1,4,4.5,-0.7,69.0,0.0,99.19,20
2019,1,4,3.9,-0.8,72.0,0.0,99.2,21
2019,1,4,3.0,-1.3,74.0,0.0,99.18,22
2019,1,4,3.1,-0.6,76.0,0.0,99.12,23
2019,1,5,2.6,-1.6,74.0,0.0,99.04,0
2019,1,5,2.8,-1.2,75.0,0.0,99.01,1
2019,1,5,2.6,-1.0,77.0,0.0,99.0,2
2019,1,5,2.0,-1.3,79.0,0.0,99.03,3
2019,1,5,1.6,-1.1,82.0,0.0,99.01,4
2019,1,5,1.5,-1.2,82.0,0.0,99.01,5
2019,1,5,1.8,-0.7,83.0,0.0,99.06,6
2019,1,5,2.2,-0.3,83.0,0.0,99.12,7
2019,1,5,2.3,-0.4,83.0,0.0,99.11,8
2019,1,5,2.4,-0.8,80.0,0.0,99.18,9
2019,1,5,2.5,-1.2,77.0,0.0,99.25,10
2019,1,5,2.8,-1.6,73.0,0.0,99.24,11
2019,1,5,3.2,-1.1,73.0,0.0,99.2,12
2019,1,5,3.2,-1.1,73.0,0.0,99.21,13
2019,1,5,3.2,-0.7,76.0,0.0,99.21,14
2019,1,5,3.9,-1.1,70.0,0.0,99.28,15
2019,1,5,3.6,-0.8,73.0,0.0,99.29,16
2019,1,5,2.0,-1.0,81.0,0.0,99.27,17
2019,1,5,1.6,-1.1,82.0,0.0,99.31,18
2019,1,5,1.4,-1.5,81.0,0.0,99.34,19
2019,1,5,1.7,-1.1,82.0,0.0,99.33,20
2019,1,5,2.0,-0.7,83.0,0.0,99.38,21
2019,1,5,2.3,-0.3,83.0,0.0,99.33,22
2019,1,5,2.6,0.2,84.0,0.0,99.31,23
2019,1,6,3.2,0.7,84.0,0.0,99.31,0
2019,1,6,3.5,0.7,82.0,0.0,99.38,1
2019,1,6,4.7,0.8,76.0,0.0,99.52,2
2019,1,6,4.5,0.1,73.0,0.0,99.64,3
2019,1,6,3.4,0.3,80.0,0.0,99.77,4
2019,1,6,3.2,-2.7,65.0,0.0,99.9,5
2019,1,6,2.5,-2.2,71.0,0.0,100.06,6
2019,1,6,2.3,-2.7,70.0,0.0,100.21,7
2019,1,6,2.1,-1.8,75.0,0.0,100.35,8
2019,1,6,1.9,-1.7,77.0,0.0,100.5,9
2019,1,6,2.1,-3.0,69.0,0.0,100.65,10
2019,1,6,1.8,-7.8,49.0,0.0,100.77,11
2019,1,6,1.7,-8.6,46.0,0.0,100.83,12
2019,1,6,1.2,-8.8,47.0,0.0,100.84,13
2019,1,6,0.5,-9.3,48.0,0.0,100.99,14
2019,1,6,-0.5,-7.4,59.0,0.0,101.12,15
2019,1,6,-0.7,-9.7,50.0,0.0,101.25,16
2019,1,6,-1.9,-10.2,53.0,0.0,101.35,17
2019,1,6,-2.3,-11.1,51.0,0.0,101.48,18
2019,1,6,-2.8,-11.9,50.0,0.0,101.58,19
2019,1,6,-3.7,-13.4,47.0,0.0,101.67,20
2019,1,6,-4.6,-13.4,50.0,0.0,101.73,21
2019,1,6,-4.9,-13.6,50.0,0.0,101.78,22
2019,1,6,-5.3,-13.6,52.0,0.0,101.79,23
2019,1,7,-5.9,-13.5,55.0,0.0,101.81,0
2019,1,7,-6.8,-13.9,57.0,0.0,101.82,1
2019,1,7,-7.5,-14.0,59.0,0.0,101.83,2
2019,1,7,-7.4,-13.2,63.0,0.0,101.86,3
2019,1,7,-7.1,-12.5,65.0,0.0,101.79,4
2019,1,7,-5.9,-9.4,76.0,0.0,101.77,5
2019,1,7,-5.7,-9.0,78.0,0.0,101.79,6
2019,1,7,-4.6,-8.4,75.0,0.0,101.77,7
2019,1,7,-3.7,-8.0,72.0,0.0,101.69,8
2019,1,7,-3.2,-7.8,71.0,0.0,101.7,9
2019,1,7,-3.2,-7.3,73.0,0.0,101.55,10
2019,1,7,-3.2,-8.8,65.0,0.0,101.48,11
2019,1,7,-3.1,-10.7,56.0,0.0,101.23,12
2019,1,7,-2.8,-10.9,54.0,0.0,100.97,13
2019,1,7,-2.4,-9.9,56.0,0.0,100.64,14
2019,1,7,-1.8,-9.0,58.0,0.0,100.61,15
2019,1,7,-1.5,-8.1,61.0,0.0,100.29,16
2019,1,7,-1.2,-7.9,60.0,0.0,100.1,17
2019,1,7,-0.5,-6.1,66.0,0.0,99.81,18
2019,1,7,0.5,-4.1,71.0,0.0,99.7,19
2019,1,7,1.1,-3.3,73.0,0.0,99.51,20
2019,1,7,1.4,-1.4,82.0,0.7,99.41,21
2019,1,7,1.8,-0.6,84.0,0.8,99.25,22
2019,1,7,2.1,0.3,88.0,0.4,99.15,23
2019,1,8,4.3,2.3,87.0,0.5,99.06,0
2019,1,8,5.6,3.3,85.0,0.0,99.0,1
2019,1,8,6.3,3.2,81.0,0.0,99.07,2
2019,1,8,6.0,4.0,87.0,0.0,99.1,3
2019,1,8,7.7,5.9,89.0,0.0,99.2,4
2019,1,8,7.9,3.6,74.0,0.0,99.3,5
2019,1,8,6.6,2.6,76.0,0.0,99.39,6
2019,1,8,5.8,2.3,78.0,0.0,99.46,7
2019,1,8,5.4,1.6,77.0,0.0,99.36,8
2019,1,8,5.6,1.9,77.0,0.0,99.5,9
2019,1,8,6.4,2.4,75.0,0.0,99.39,10
2019,1,8,6.6,1.7,71.0,0.0,99.26,11
2019,1,8,6.3,2.0,74.0,0.0,99.15,12
2019,1,8,6.3,2.2,75.0,0.0,99.03,13
2019,1,8,6.3,2.7,78.0,0.0,98.97,14
2019,1,8,5.3,3.1,86.0,0.7,98.93,15
2019,1,8,5.2,3.3,87.0,0.5,98.88,16
2019,1,8,5.6,3.4,86.0,0.0,98.85,17
2019,1,8,5.3,3.4,87.0,0.0,98.72,18
2019,1,8,4.9,3.3,89.0,0.4,98.69,19
2019,1,8,4.9,3.3,89.0,0.0,98.72,20
2019,1,8,4.9,3.3,90.0,0.2,98.74,21
2019,1,8,4.4,3.0,91.0,0.0,98.75,22
2019,1,8,4.6,2.8,88.0,0.2,98.81,23
2019,1,9,3.8,1.9,87.0,0.7,98.87,0
2019,1,9,3.3,1.1,85.0,0.3,98.94,1
2019,1,9,3.2,0.6,83.0,0.2,99.01,2
2019,1,9,3.1,-0.1,79.0,0.0,99.08,3
2019,1,9,2.3,-1.7,75.0,0.0,99.11,4
2019,1,9,1.4,-3.7,69.0,0.0,99.18,5
2019,1,9,1.1,-4.3,67.0,0.0,99.2,6
2019,1,9,1.0,-4.0,69.0,0.0,99.24,7
2019,1,9,1.0,-4.6,66.0,0.0,99.31,8
2019,1,9,0.2,-4.8,69.0,0.0,99.39,9
2019,1,9,0.2,-5.5,66.0,0.0,99.44,10
2019,1,9,0.4,-5.0,67.0,0.0,99.42,11
2019,1,9,0.0,-4.1,74.0,0.3,99.36,12
2019,1,9,-0.2,-3.7,77.0,0.3,99.35,13
2019,1,9,0.5,-6.3,60.0,0.0,99.36,14
2019,1,9,-0.2,-7.2,59.0,0.0,99.39,15
2019,1,9,-0.8,-8.7,55.0,0.0,99.46,16
2019,1,9,-1.3,-9.4,54.0,0.2,99.53,17
2019,1,9,-1.7,-8.4,60.0,0.0,99.56,18
2019,1,9,-2.0,-8.5,61.0,0.0,99.6,19
2019,1,9,-2.4,-9.2,59.0,0.0,99.58,20
2019,1,9,-2.6,-8.3,65.0,0.0,99.62,21
2019,1,9,-3.0,-7.4,72.0,0.0,99.65,22
2019,1,9,-3.3,-7.2,74.0,0.0,99.68,23
2019,1,10,-3.3,-8.0,69.0,0.0,99.71,0
2019,1,10,-3.5,-7.4,75.0,0.0,99.76,1
2019,1,10,-3.6,-8.2,71.0,0.0,99.85,2
2019,1,10,-4.1,-8.1,74.0,0.0,99.92,3
2019,1,10,-4.4,-9.4,68.0,0.0,99.93,4
2019,1,10,-5.0,-9.5,71.0,0.0,100.02,5
2019,1,10,-4.9,-9.1,72.0,0.0,100.07,6
2019,1,10,-5.3,-10.2,68.0,0.0,100.15,7
2019,1,10,-6.0,-11.0,68.0,0.0,100.25,8
2019,1,10,-5.9,-10.7,69.0,0.0,100.34,9
2019,1,10,-5.2,-10.9,64.0,0.0,100.4,10
2019,1,10,-5.0,-10.9,63.0,0.0,100.45,11
2019,1,10,-5.1,-11.6,60.0,0.0,100.41,12
2019,1,10,-4.5,-11.3,59.0,0.0,100.43,13
2019,1,10,-4.8,-12.9,53.0,0.0,100.45,14
2019,1,10,-5.4,-13.6,53.0,0.0,100.53,15
2019,1,10,-6.5,-13.7,57.0,0.0,100.62,16
2019,1,10,-7.3,-13.9,59.0,0.0,100.69,17
2019,1,10,-7.6,-12.1,70.0,0.0,100.77,18
2019,1,10,-8.7,-13.5,68.0,0.0,100.86,19
2019,1,10,-8.6,-13.2,69.0,0.0,100.92,20
2019,1,10,-8.4,-12.1,75.0,0.0,100.95,21
2019,1,10,-8.8,-13.0,72.0,0.0,100.98,22
2019,1,10,-9.1,-13.9,68.0,0.0,101.02,23
2019,1,11,-9.5,-15.6,61.0,0.0,101.03,0
2019,1,11,-10.3,-17.0,58.0,0.0,101.07,1
2019,1,11,-10.8,-17.2,59.0,0.0,101.12,2
2019,1,11,-11.3,-17.2,62.0,0.0,101.17,3
2019,1,11,-11.8,-17.3,64.0,0.0,101.19,4
2019,1,11,-11.9,-17.0,66.0,0.0,101.25,5
2019,1,11,-11.9,-16.6,68.0,0.0,101.31,6
2019,1,11,-11.9,-16.4,69.0,0.0,101.37,7
2019,1,11,-12.1,-16.7,68.0,0.0,101.46,8
2019,1,11,-11.5,-17.7,60.0,0.0,101.59,9
2019,1,11,-11.6,-19.0,54.0,0.0,101.71,10
2019,1,11,-10.3,-21.2,41.0,0.0,101.71,11
2019,1,11,-9.3,-20.0,41.0,0.0,101.66,12
2019,1,11,-9.1,-21.1,37.0,0.0,101.66,13
2019,1,11,-7.9,-20.6,35.0,0.0,101.62,14
2019,1,11,-8.2,-20.5,36.0,0.0,101.65,15
2019,1,11,-7.8,-21.0,34.0,0.0,101.64,16
2019,1,11,-7.8,-19.9,37.0,0.0,101.66,17
2019,1,11,-7.8,-19.8,38.0,0.0,101.7,18
2019,1,11,-7.6,-18.2,42.0,0.0,101.73,19
2019,1,11,-7.6,-16.0,51.0,0.0,101.75,20
2019,1,11,-7.9,-15.4,55.0,0.0,101.75,21
2019,1,11,-7.5,-14.9,56.0,0.0,101.79,22
2019,1,11,-7.3,-14.3,57.0,0.0,101.74,23
2019,1,12,-6.8,-13.6,58.0,0.0,101.73,0
2019,1,12,-6.5,-13.3,58.0,0.0,101.73,1
2019,1,12,-6.2,-13.0,59.0,0.0,101.78,2
2019,1,12,-6.4,-13.5,57.0,0.0,101.82,3
2019,1,12,-6.2,-14.3,53.0,0.0,101.8,4
2019,1,12,-6.2,-14.2,53.0,0.0,101.82,5
2019,1,12,-6.1,-14.5,52.0,0.0,101.87,6
2019,1,12,-6.4,-13.4,57.0,0.0,101.92,7
2019,1,12,-6.6,-12.1,65.0,0.0,101.96,8
2019,1,12,-6.5,-11.9,65.0,0.0,102.06,9
2019,1,12,-6.0,-11.6,65.0,0.0,102.13,10
2019,1,12,-5.9,-11.9,62.0,0.0,102.13,11
2019,1,12,-4.9,-12.5,55.0,0.0,102.07,12
2019,1,12,-4.1,-11.7,55.0,0.0,102.02,13
2019,1,12,-4.8,-12.4,55.0,0.0,102.0,14
2019,1,12,-4.5,-12.4,54.0,0.0,101.96,15
2019,1,12,-4.5,-12.6,53.0,0.0,101.94,16
2019,1,12,-4.8,-14.3,47.0,0.0,101.96,17
2019,1,12,-4.9,-15.0,45.0,0.0,102.01,18
2019,1,12,-5.5,-14.4,49.0,0.0,102.05,19
2019,1,12,-6.1,-13.8,54.0,0.0,102.02,20
2019,1,12,-6.3,-14.7,51.0,0.0,101.98,21
2019,1,12,-6.8,-16.7,45.0,0.0,101.99,22
2019,1,12,-7.0,-17.5,43.0,0.0,101.97,23
2019,1,13,-7.4,-17.0,46.0,0.0,101.94,0
2019,1,13,-7.4,-18.0,42.0,0.0,101.88,1
2019,1,13,-7.6,-17.5,45.0,0.0,101.9,2
2019,1,13,-8.1,-17.6,46.0,0.0,101.91,3
2019,1,13,-8.7,-17.4,49.0,0.0,101.89,4
2019,1,13,-9.1,-16.4,56.0,0.0,101.85,5
2019,1,13,-9.7,-16.6,57.0,0.0,101.86,6
2019,1,13,-9.9,-16.3,59.0,0.0,101.88,7
2019,1,13,-9.7,-15.2,65.0,0.0,101.9,8
2019,1,13,-10.0,-15.5,64.0,0.0,101.9,9
2019,1,13,-9.4,-14.5,66.0,0.0,101.94,10
2019,1,13,-8.9,-12.7,74.0,0.0,101.92,11
2019,1,13,-7.9,-13.0,67.0,0.0,101.81,12
2019,1,13,-6.4,-13.1,59.0,0.0,101.7,13
2019,1,13,-6.1,-12.4,61.0,0.0,101.66,14
2019,1,13,-6.9,-13.0,62.0,0.0,101.65,15
2019,1,13,-6.3,-11.3,68.0,0.0,101.64,16
2019,1,13,-6.5,-12.0,65.0,0.0,101.62,17
2019,1,13,-6.4,-11.3,68.0,0.0,101.61,18
2019,1,13,-6.2,-11.2,68.0,0.0,101.61,19
2019,1,13,-6.3,-11.5,67.0,0.0,101.59,20
2019,1,13,-6.8,-11.8,67.0,0.0,101.58,21
2019,1,13,-6.9,-14.0,57.0,0.0,101.58,22
2019,1,13,-6.8,-13.2,61.0,0.0,101.55,23
2019,1,14,-6.8,-12.2,66.0,0.0,101.48,0
2019,1,14,-6.7,-11.7,68.0,0.0,101.42,1
2019,1,14,-6.7,-11.3,70.0,0.0,101.37,2
2019,1,14,-6.4,-10.7,72.0,0.0,101.36,3
2019,1,14,-6.6,-10.3,75.0,0.0,101.33,4
2019,1,14,-6.8,-10.2,76.0,0.0,101.27,5
2019,1,14,-6.4,-9.6,78.0,0.0,101.26,6
2019,1,14,-5.9,-8.9,79.0,0.0,101.28,7
2019,1,14,-5.6,-8.1,82.0,0.0,101.29,8
2019,1,14,-4.8,-7.4,83.0,0.0,101.29,9
2019,1,14,-3.9,-7.4,77.0,0.0,101.31,10
2019,1,14,-3.1,-7.8,70.0,0.0,101.29,11
2019,1,14,-2.6,-7.8,67.0,0.0,101.18,12
2019,1,14,-2.2,-9.1,59.0,0.0,101.06,13
2019,1,14,-1.8,-8.9,58.0,0.0,100.99,14
2019,1,14,-1.9,-7.8,64.0,0.0,100.95,15
2019,1,14,-2.4,-7.1,70.0,0.0,100.91,16
2019,1,14,-2.6,-6.7,73.0,0.0,100.9,17
2019,1,14,-2.1,-6.7,71.0,0.0,100.9,18
2019,1,14,-2.1,-7.8,65.0,0.0,100.88,19
2019,1,14,-2.8,-7.6,69.0,0.0,100.86,20
2019,1,14,-3.4,-7.9,71.0,0.0,100.87,21
2019,1,14,-3.0,-7.8,69.0,0.0,100.85,22
2019,1,14,-2.9,-7.6,70.0,0.0,100.86,23
2019,1,15,-3.2,-7.4,73.0,0.0,100.83,0
2019,1,15,-3.1,-7.5,72.0,0.0,100.76,1
2019,1,15,-2.8,-7.2,72.0,0.0,100.74,2
2019,1,15,-2.5,-6.8,72.0,0.0,100.71,3
2019,1,15,-2.3,-6.6,72.0,0.0,100.7,4
2019,1,15,-2.0,-6.2,73.0,0.0,100.65,5
2019,1,15,-1.7,-5.6,75.0,0.0,100.64,6
2019,1,15,-1.4,-5.0,77.0,0.0,100.63,7
2019,1,15,-1.5,-4.4,81.0,0.0,100.64,8
2019,1,15,-1.1,-3.9,81.0,0.0,100.64,9
2019,1,15,-0.6,-3.7,79.0,0.0,100.63,10
2019,1,15,0.0,-3.5,77.0,0.0,100.63,11
2019,1,15,0.5,-3.6,74.0,0.0,100.52,12
2019,1,15,0.6,-4.1,71.0,0.0,100.42,13
2019,1,15,0.7,-4.3,69.0,0.0,100.39,14
2019,1,15,0.3,-3.3,77.0,0.0,100.39,15
2019,1,15,0.0,-3.9,75.0,0.0,100.36,16
2019,1,15,0.0,-4.2,73.0,0.0,100.28,17
2019,1,15,-0.6,-4.0,78.0,0.0,100.26,18
2019,1,15,-1.4,-4.0,83.0,0.0,100.25,19
2019,1,15,-1.5,-4.1,82.0,0.0,100.16,20
2019,1,15,-1.2,-4.8,76.0,0.0,100.04,21
2019,1,15,-1.0,-5.3,73.0,0.0,99.98,22
